Year,UNIT_MEASURE,SEX,AGE,Municipality,Value
2013,NUMBER,F,70-74,sarajevo_ilijas,375
2013,NUMBER,_T,70-74,istocna_ilidza,607
2013,NUMBER,M,70-74,istocna_ilidza,253
2013,NUMBER,F,70-74,istocna_ilidza,354
2013,NUMBER,_T,70-74,istocni_drvar,2
2013,NUMBER,M,70-74,istocni_drvar,1
2013,NUMBER,F,70-74,istocni_drvar,1
2013,NUMBER,_T,70-74,istocni_mostar,24
2013,NUMBER,M,70-74,istocni_mostar,10
2013,NUMBER,F,70-74,istocni_mostar,14
2013,NUMBER,_T,70-74,istocni_stari_grad,77
2013,NUMBER,M,70-74,istocni_stari_grad,33
2013,NUMBER,F,70-74,istocni_stari_grad,44
2013,NUMBER,_T,70-74,istocno_novo_sarajevo,491
2013,NUMBER,M,70-74,istocno_novo_sarajevo,197
2013,NUMBER,F,70-74,istocno_novo_sarajevo,294
2013,NUMBER,_T,70-74,jablanica,342
2013,NUMBER,M,70-74,jablanica,139
2013,NUMBER,F,70-74,jablanica,203
2013,NUMBER,_T,70-74,jajce,991
2013,NUMBER,M,70-74,jajce,403
2013,NUMBER,F,70-74,jajce,588
2013,NUMBER,_T,70-74,jezero,45
2013,NUMBER,M,70-74,jezero,19
2013,NUMBER,F,70-74,jezero,26
2013,NUMBER,_T,70-74,kakanj,1234
2013,NUMBER,M,70-74,kakanj,559
2013,NUMBER,F,70-74,kakanj,675
2013,NUMBER,_T,70-74,kalesija,814
2013,NUMBER,M,70-74,kalesija,363
2013,NUMBER,F,70-74,kalesija,451
2013,NUMBER,_T,70-74,kalinovik,151
2013,NUMBER,M,70-74,kalinovik,56
2013,NUMBER,F,70-74,kalinovik,95
2013,NUMBER,_T,70-74,kiseljak,791
2013,NUMBER,M,70-74,kiseljak,327
2013,NUMBER,F,70-74,kiseljak,464
2013,NUMBER,_T,70-74,kladanj,337
2013,NUMBER,M,70-74,kladanj,156
2013,NUMBER,F,70-74,kladanj,181
2013,NUMBER,_T,70-74,kljuc,584
2013,NUMBER,M,70-74,kljuc,255
2013,NUMBER,F,70-74,kljuc,329
2013,NUMBER,_T,70-74,knezevo,472
2013,NUMBER,M,70-74,knezevo,213
2013,NUMBER,F,70-74,knezevo,259
2013,NUMBER,_T,70-74,konjic,1181
2013,NUMBER,M,70-74,konjic,521
2013,NUMBER,F,70-74,konjic,660
2013,NUMBER,_T,70-74,kostajnica,249
2013,NUMBER,M,70-74,kostajnica,108
2013,NUMBER,F,70-74,kostajnica,141
2013,NUMBER,_T,70-74,kotor_varos,700
2013,NUMBER,M,70-74,kotor_varos,301
2013,NUMBER,F,70-74,kotor_varos,399
2013,NUMBER,_T,70-74,kozarska_dubica,1093
2013,NUMBER,M,70-74,kozarska_dubica,433
2013,NUMBER,F,70-74,kozarska_dubica,660
2013,NUMBER,_T,70-74,kresevo,254
2013,NUMBER,M,70-74,kresevo,99
2013,NUMBER,F,70-74,kresevo,155
2013,NUMBER,_T,70-74,krupa_na_uni,99
2013,NUMBER,M,70-74,krupa_na_uni,42
2013,NUMBER,F,70-74,krupa_na_uni,57
2013,NUMBER,_T,70-74,kupres_fbih,229
2013,NUMBER,M,70-74,kupres_fbih,103
2013,NUMBER,F,70-74,kupres_fbih,126
2013,NUMBER,_T,70-74,kupres_rs,44
2013,NUMBER,M,70-74,kupres_rs,18
2013,NUMBER,F,70-74,kupres_rs,26
2013,NUMBER,_T,70-74,laktasi,1509
2013,NUMBER,M,70-74,laktasi,687
2013,NUMBER,F,70-74,laktasi,822
2013,NUMBER,_T,70-74,livno,1582
2013,NUMBER,M,70-74,livno,701
2013,NUMBER,F,70-74,livno,881
2013,NUMBER,_T,70-74,lopare,720
2013,NUMBER,M,70-74,lopare,300
2013,NUMBER,F,70-74,lopare,420
2013,NUMBER,_T,70-74,lukavac,1739
2013,NUMBER,M,70-74,lukavac,736
2013,NUMBER,F,70-74,lukavac,1003
2013,NUMBER,_T,70-74,ljubinje,162
2013,NUMBER,M,70-74,ljubinje,68
2013,NUMBER,F,70-74,ljubinje,94
2013,NUMBER,_T,70-74,ljubuski,1242
2013,NUMBER,M,70-74,ljubuski,548
2013,NUMBER,F,70-74,ljubuski,694
2013,NUMBER,_T,70-74,maglaj,776
2013,NUMBER,M,70-74,maglaj,320
2013,NUMBER,F,70-74,maglaj,456
2013,NUMBER,_T,70-74,milici,261
2013,NUMBER,M,70-74,milici,106
2013,NUMBER,F,70-74,milici,155
2013,NUMBER,_T,70-74,modrica,1318
2013,NUMBER,M,70-74,modrica,583
2013,NUMBER,F,70-74,modrica,735
2013,NUMBER,_T,70-74,mostar,4493
2013,NUMBER,M,70-74,mostar,1846
2013,NUMBER,F,70-74,mostar,2647
2013,NUMBER,_T,70-74,mrkonjic_grad,797
2013,NUMBER,M,70-74,mrkonjic_grad,346
2013,NUMBER,F,70-74,mrkonjic_grad,451
2013,NUMBER,_T,70-74,neum,178
2013,NUMBER,M,70-74,neum,83
2013,NUMBER,F,70-74,neum,95
2013,NUMBER,_T,70-74,nevesinje,681
2013,NUMBER,M,70-74,nevesinje,275
2013,NUMBER,F,70-74,nevesinje,406
2013,NUMBER,_T,70-74,novi_grad,1247
2013,NUMBER,M,70-74,novi_grad,542
2013,NUMBER,F,70-74,novi_grad,705
2013,NUMBER,_T,70-74,sarajevo_novi_grad,4430
2013,NUMBER,M,70-74,sarajevo_novi_grad,1847
2013,NUMBER,F,70-74,sarajevo_novi_grad,2583
2013,NUMBER,_T,70-74,novi_travnik,693
2013,NUMBER,M,70-74,novi_travnik,279
2013,NUMBER,F,70-74,novi_travnik,414
2013,NUMBER,_T,70-74,novo_gorazde,135
2013,NUMBER,M,70-74,novo_gorazde,54
2013,NUMBER,F,70-74,novo_gorazde,81
2013,NUMBER,_T,70-74,sarajevo_novo_sarajevo,2634
2013,NUMBER,M,70-74,sarajevo_novo_sarajevo,1020
2013,NUMBER,F,70-74,sarajevo_novo_sarajevo,1614
2013,NUMBER,_T,70-74,odzak,940
2013,NUMBER,M,70-74,odzak,426
2013,NUMBER,F,70-74,odzak,514
2013,NUMBER,_T,70-74,olovo,349
2013,NUMBER,M,70-74,olovo,138
2013,NUMBER,F,70-74,olovo,211
2013,NUMBER,_T,70-74,orasje,775
2013,NUMBER,M,70-74,orasje,313
2013,NUMBER,F,70-74,orasje,462
2013,NUMBER,_T,70-74,osmaci,209
2013,NUMBER,M,70-74,osmaci,95
2013,NUMBER,F,70-74,osmaci,114
2013,NUMBER,_T,70-74,ostra_luka,171
2013,NUMBER,M,70-74,ostra_luka,65
2013,NUMBER,F,70-74,ostra_luka,106
2013,NUMBER,_T,70-74,pale_fbih,52
2013,NUMBER,M,70-74,pale_fbih,28
2013,NUMBER,F,70-74,pale_fbih,24
2013,NUMBER,_T,70-74,pale_rs,962
2013,NUMBER,M,70-74,pale_rs,394
2013,NUMBER,F,70-74,pale_rs,568
2013,NUMBER,_T,70-74,pelagicevo,341
2013,NUMBER,M,70-74,pelagicevo,141
2013,NUMBER,F,70-74,pelagicevo,200
2013,NUMBER,_T,70-74,petrovac,25
2013,NUMBER,M,70-74,petrovac,9
2013,NUMBER,F,70-74,petrovac,16
2013,NUMBER,_T,70-74,petrovo,425
2013,NUMBER,M,70-74,petrovo,180
2013,NUMBER,F,70-74,petrovo,245
2013,NUMBER,_T,70-74,posusje,669
2013,NUMBER,M,70-74,posusje,309
2013,NUMBER,F,70-74,posusje,360
2013,NUMBER,_T,70-74,prijedor,4134
2013,NUMBER,M,70-74,prijedor,1730
2013,NUMBER,F,70-74,prijedor,2404
2013,NUMBER,_T,70-74,prnjavor,2047
2013,NUMBER,M,70-74,prnjavor,918
2013,NUMBER,F,70-74,prnjavor,1129
2013,NUMBER,_T,70-74,prozor,530
2013,NUMBER,M,70-74,prozor,232
2013,NUMBER,F,70-74,prozor,298
2013,NUMBER,_T,70-74,ravno,173
2013,NUMBER,M,70-74,ravno,90
2013,NUMBER,F,70-74,ravno,83
2013,NUMBER,_T,70-74,ribnik,372
2013,NUMBER,M,70-74,ribnik,153
2013,NUMBER,F,70-74,ribnik,219
2013,NUMBER,_T,70-74,rogatica,601
2013,NUMBER,M,70-74,rogatica,263
2013,NUMBER,F,70-74,rogatica,338
2013,NUMBER,_T,70-74,rudo,446
2013,NUMBER,M,70-74,rudo,198
2013,NUMBER,F,70-74,rudo,248
2013,NUMBER,_T,70-74,sanski_most,1403
2013,NUMBER,M,70-74,sanski_most,604
2013,NUMBER,F,70-74,sanski_most,799
2013,NUMBER,_T,70-74,sapna,278
2013,NUMBER,M,70-74,sapna,117
2013,NUMBER,F,70-74,sapna,161
2013,NUMBER,_T,70-74,sokolac,546
2013,NUMBER,M,70-74,sokolac,249
2013,NUMBER,F,70-74,sokolac,297
2013,NUMBER,_T,70-74,srbac,997
2013,NUMBER,M,70-74,srbac,459
2013,NUMBER,F,70-74,srbac,538
2013,NUMBER,_T,70-74,srebrenica,472
2013,NUMBER,M,70-74,srebrenica,167
2013,NUMBER,F,70-74,srebrenica,305
2013,NUMBER,_T,70-74,srebrenik,1259
2013,NUMBER,M,70-74,srebrenik,548
2013,NUMBER,F,70-74,srebrenik,711
2013,NUMBER,_T,70-74,sarajevo_stari_grad,1568
2013,NUMBER,M,70-74,sarajevo_stari_grad,635
2013,NUMBER,F,70-74,sarajevo_stari_grad,933
2013,NUMBER,_T,70-74,stolac,578
2013,NUMBER,M,70-74,stolac,243
2013,NUMBER,F,70-74,stolac,335
2013,NUMBER,_T,70-74,samac,986
2013,NUMBER,M,70-74,samac,417
2013,NUMBER,F,70-74,samac,569
2013,NUMBER,_T,70-74,sekovici,281
2013,NUMBER,M,70-74,sekovici,123
2013,NUMBER,F,70-74,sekovici,158
2013,NUMBER,_T,70-74,sipovo,423
2013,NUMBER,M,70-74,sipovo,176
2013,NUMBER,F,70-74,sipovo,247
2013,NUMBER,_T,70-74,siroki_brijeg,1227
2013,NUMBER,M,70-74,siroki_brijeg,535
2013,NUMBER,F,70-74,siroki_brijeg,692
2013,NUMBER,_T,70-74,teocak,224
2013,NUMBER,M,70-74,teocak,96
2013,NUMBER,F,70-74,teocak,128
2013,NUMBER,_T,70-74,teslic,1870
2013,NUMBER,M,70-74,teslic,780
2013,NUMBER,F,70-74,teslic,1090
2013,NUMBER,_T,70-74,tesanj,1134
2013,NUMBER,M,70-74,tesanj,507
2013,NUMBER,F,70-74,tesanj,627
2013,NUMBER,_T,70-74,tomislavgrad,1276
2013,NUMBER,M,70-74,tomislavgrad,573
2013,NUMBER,F,70-74,tomislavgrad,703
2013,NUMBER,_T,70-74,travnik,1881
2013,NUMBER,M,70-74,travnik,803
2013,NUMBER,F,70-74,travnik,1078
2013,NUMBER,_T,70-74,trebinje,1365
2013,NUMBER,M,70-74,trebinje,583
2013,NUMBER,F,70-74,trebinje,782
2013,NUMBER,_T,70-74,trnovo_fbih,113
2013,NUMBER,M,70-74,trnovo_fbih,52
2013,NUMBER,F,70-74,trnovo_fbih,61
2013,NUMBER,_T,70-74,trnovo_rs,122
2013,NUMBER,M,70-74,trnovo_rs,46
2013,NUMBER,F,70-74,trnovo_rs,76
2013,NUMBER,_T,70-74,tuzla,4824
2013,NUMBER,M,70-74,tuzla,1996
2013,NUMBER,F,70-74,tuzla,2828
2013,NUMBER,_T,70-74,ugljevik,675
2013,NUMBER,M,70-74,ugljevik,303
2013,NUMBER,F,70-74,ugljevik,372
2013,NUMBER,_T,70-74,usora,321
2013,NUMBER,M,70-74,usora,125
2013,NUMBER,F,70-74,usora,196
2013,NUMBER,_T,70-74,vares,514
2013,NUMBER,M,70-74,vares,191
2013,NUMBER,F,70-74,vares,323
2013,NUMBER,_T,70-74,velika_kladusa,1141
2013,NUMBER,M,70-74,velika_kladusa,474
2013,NUMBER,F,70-74,velika_kladusa,667
2013,NUMBER,_T,70-74,visoko,1431
2013,NUMBER,M,70-74,visoko,649
2013,NUMBER,F,70-74,visoko,782
2013,NUMBER,_T,70-74,visegrad,575
2013,NUMBER,M,70-74,visegrad,235
2013,NUMBER,F,70-74,visegrad,340
2013,NUMBER,_T,70-74,vitez,841
2013,NUMBER,M,70-74,vitez,332
2013,NUMBER,F,70-74,vitez,509
2013,NUMBER,_T,70-74,vlasenica,343
2013,NUMBER,M,70-74,vlasenica,134
2013,NUMBER,F,70-74,vlasenica,209
2013,NUMBER,_T,70-74,sarajevo_vogosca,721
2013,NUMBER,M,70-74,sarajevo_vogosca,310
2013,NUMBER,F,70-74,sarajevo_vogosca,411
2013,NUMBER,_T,70-74,vukosavlje,242
2013,NUMBER,M,70-74,vukosavlje,114
2013,NUMBER,F,70-74,vukosavlje,128
2013,NUMBER,_T,70-74,zavidovici,1028
2013,NUMBER,M,70-74,zavidovici,463
2013,NUMBER,F,70-74,zavidovici,565
2013,NUMBER,_T,70-74,zenica,3858
2013,NUMBER,M,70-74,zenica,1646
2013,NUMBER,F,70-74,zenica,2212
2013,NUMBER,_T,70-74,zvornik,2025
2013,NUMBER,M,70-74,zvornik,853
2013,NUMBER,F,70-74,zvornik,1172
2013,NUMBER,_T,70-74,zepce,891
2013,NUMBER,M,70-74,zepce,370
2013,NUMBER,F,70-74,zepce,521
2013,NUMBER,_T,70-74,zivinice,1513
2013,NUMBER,M,70-74,zivinice,682
2013,NUMBER,F,70-74,zivinice,831
2013,NUMBER,_T,75-79,banja_luka,6357
2013,NUMBER,M,75-79,banja_luka,2649
2013,NUMBER,F,75-79,banja_luka,3708
2013,NUMBER,_T,75-79,banovici,418
2013,NUMBER,M,75-79,banovici,157
2013,NUMBER,F,75-79,banovici,261
2013,NUMBER,_T,75-79,berkovici,130
2013,NUMBER,M,75-79,berkovici,57
2013,NUMBER,F,75-79,berkovici,73
2013,NUMBER,_T,75-79,bihac,1673
2013,NUMBER,M,75-79,bihac,644
2013,NUMBER,F,75-79,bihac,1029
2013,NUMBER,_T,75-79,bijeljina,4256
2013,NUMBER,M,75-79,bijeljina,1803
2013,NUMBER,F,75-79,bijeljina,2453
2013,NUMBER,_T,75-79,bileca,453
2013,NUMBER,M,75-79,bileca,184
2013,NUMBER,F,75-79,bileca,269
2013,NUMBER,_T,75-79,bosanska_krupa,695
2013,NUMBER,M,75-79,bosanska_krupa,275
2013,NUMBER,F,75-79,bosanska_krupa,420
2013,NUMBER,_T,75-79,bosanski_petrovac,489
2013,NUMBER,M,75-79,bosanski_petrovac,201
2013,NUMBER,F,75-79,bosanski_petrovac,288
2013,NUMBER,_T,75-79,bosansko_grahovo,214
2013,NUMBER,M,75-79,bosansko_grahovo,93
2013,NUMBER,F,75-79,bosansko_grahovo,121
2013,NUMBER,_T,75-79,bratunac,534
2013,NUMBER,M,75-79,bratunac,172
2013,NUMBER,F,75-79,bratunac,362
2013,NUMBER,_T,75-79,brcko,2863
2013,NUMBER,M,75-79,brcko,1143
2013,NUMBER,F,75-79,brcko,1720
2013,NUMBER,_T,75-79,breza,396
2013,NUMBER,M,75-79,breza,168
2013,NUMBER,F,75-79,breza,228
2013,NUMBER,_T,75-79,brod,591
2013,NUMBER,M,75-79,brod,213
2013,NUMBER,F,75-79,brod,378
2013,NUMBER,_T,75-79,bugojno,843
2013,NUMBER,M,75-79,bugojno,348
2013,NUMBER,F,75-79,bugojno,495
2013,NUMBER,_T,75-79,busovaca,433
2013,NUMBER,M,75-79,busovaca,201
2013,NUMBER,F,75-79,busovaca,232
2013,NUMBER,_T,75-79,buzim,284
2013,NUMBER,M,75-79,buzim,124
2013,NUMBER,F,75-79,buzim,160
2013,NUMBER,_T,75-79,cazin,1116
2013,NUMBER,M,75-79,cazin,438
2013,NUMBER,F,75-79,cazin,678
2013,NUMBER,_T,75-79,sarajevo_centar,2282
2013,NUMBER,M,75-79,sarajevo_centar,919
2013,NUMBER,F,75-79,sarajevo_centar,1363
2013,NUMBER,_T,75-79,cajnice,229
2013,NUMBER,M,75-79,cajnice,87
2013,NUMBER,F,75-79,cajnice,142
2013,NUMBER,_T,75-79,capljina,1115
2013,NUMBER,M,75-79,capljina,447
2013,NUMBER,F,75-79,capljina,668
2013,NUMBER,_T,75-79,celic,369
2013,NUMBER,M,75-79,celic,150
2013,NUMBER,F,75-79,celic,219
2013,NUMBER,_T,75-79,celinac,497
2013,NUMBER,M,75-79,celinac,190
2013,NUMBER,F,75-79,celinac,307
2013,NUMBER,_T,75-79,citluk,710
2013,NUMBER,M,75-79,citluk,309
2013,NUMBER,F,75-79,citluk,401
2013,NUMBER,_T,75-79,derventa,1212
2013,NUMBER,M,75-79,derventa,472
2013,NUMBER,F,75-79,derventa,740
2013,NUMBER,_T,75-79,doboj,2937
2013,NUMBER,M,75-79,doboj,1170
2013,NUMBER,F,75-79,doboj,1767
2013,NUMBER,_T,75-79,doboj_istok,251
2013,NUMBER,M,75-79,doboj_istok,114
2013,NUMBER,F,75-79,doboj_istok,137
2013,NUMBER,_T,75-79,doboj_jug,73
2013,NUMBER,M,75-79,doboj_jug,28
2013,NUMBER,F,75-79,doboj_jug,45
2013,NUMBER,_T,75-79,dobretici,50
2013,NUMBER,M,75-79,dobretici,25
2013,NUMBER,F,75-79,dobretici,25
2013,NUMBER,_T,75-79,domaljevac_samac,149
2013,NUMBER,M,75-79,domaljevac_samac,58
2013,NUMBER,F,75-79,domaljevac_samac,91
2013,NUMBER,_T,75-79,donji_vakuf,306
2013,NUMBER,M,75-79,donji_vakuf,128
2013,NUMBER,F,75-79,donji_vakuf,178
2013,NUMBER,_T,75-79,donji_zabar,191
2013,NUMBER,M,75-79,donji_zabar,82
2013,NUMBER,F,75-79,donji_zabar,109
2013,NUMBER,_T,75-79,drvar,563
2013,NUMBER,M,75-79,drvar,220
2013,NUMBER,F,75-79,drvar,343
2013,NUMBER,_T,75-79,foca_fbih,121
2013,NUMBER,M,75-79,foca_fbih,46
2013,NUMBER,F,75-79,foca_fbih,75
2013,NUMBER,_T,75-79,foca_rs,897
2013,NUMBER,M,75-79,foca_rs,380
2013,NUMBER,F,75-79,foca_rs,517
2013,NUMBER,_T,75-79,fojnica,340
2013,NUMBER,M,75-79,fojnica,144
2013,NUMBER,F,75-79,fojnica,196
2013,NUMBER,_T,75-79,gacko,356
2013,NUMBER,M,75-79,gacko,142
2013,NUMBER,F,75-79,gacko,214
2013,NUMBER,_T,75-79,glamoc,250
2013,NUMBER,M,75-79,glamoc,110
2013,NUMBER,F,75-79,glamoc,140
2013,NUMBER,_T,75-79,gorazde,859
2013,NUMBER,M,75-79,gorazde,370
2013,NUMBER,F,75-79,gorazde,489
2013,NUMBER,_T,75-79,gornji_vakuf_uskoplje,467
2013,NUMBER,M,75-79,gornji_vakuf_uskoplje,212
2013,NUMBER,F,75-79,gornji_vakuf_uskoplje,255
2013,NUMBER,_T,75-79,gracanica,1095
2013,NUMBER,M,75-79,gracanica,463
2013,NUMBER,F,75-79,gracanica,632
2013,NUMBER,_T,75-79,gradacac,1048
2013,NUMBER,M,75-79,gradacac,434
2013,NUMBER,F,75-79,gradacac,614
2013,NUMBER,_T,75-79,gradiska,2096
2013,NUMBER,M,75-79,gradiska,821
2013,NUMBER,F,75-79,gradiska,1275
2013,NUMBER,_T,75-79,grude,711
2013,NUMBER,M,75-79,grude,267
2013,NUMBER,F,75-79,grude,444
2013,NUMBER,_T,75-79,sarajevo_hadzici,602
2013,NUMBER,M,75-79,sarajevo_hadzici,240
2013,NUMBER,F,75-79,sarajevo_hadzici,362
2013,NUMBER,_T,75-79,han_pijesak,221
2013,NUMBER,M,75-79,han_pijesak,77
2013,NUMBER,F,75-79,han_pijesak,144
2013,NUMBER,_T,75-79,sarajevo_ilidza,1853
2013,NUMBER,M,75-79,sarajevo_ilidza,775
2013,NUMBER,F,75-79,sarajevo_ilidza,1078
2013,NUMBER,_T,75-79,sarajevo_ilijas,513
2013,NUMBER,M,75-79,sarajevo_ilijas,220
2013,NUMBER,F,75-79,sarajevo_ilijas,293
2013,NUMBER,_T,75-79,istocna_ilidza,558
2013,NUMBER,M,75-79,istocna_ilidza,227
2013,NUMBER,F,75-79,istocna_ilidza,331
2013,NUMBER,_T,75-79,istocni_drvar,2
2013,NUMBER,M,75-79,istocni_drvar,1
2013,NUMBER,F,75-79,istocni_drvar,1
2013,NUMBER,_T,75-79,istocni_mostar,21
2013,NUMBER,M,75-79,istocni_mostar,8
2013,NUMBER,F,75-79,istocni_mostar,13
2013,NUMBER,_T,75-79,istocni_stari_grad,84
2013,NUMBER,M,75-79,istocni_stari_grad,33
2013,NUMBER,F,75-79,istocni_stari_grad,51
2013,NUMBER,_T,75-79,istocno_novo_sarajevo,404
2013,NUMBER,M,75-79,istocno_novo_sarajevo,155
2013,NUMBER,F,75-79,istocno_novo_sarajevo,249
2013,NUMBER,_T,75-79,jablanica,300
2013,NUMBER,M,75-79,jablanica,109
2013,NUMBER,F,75-79,jablanica,191
2013,NUMBER,_T,75-79,jajce,759
2013,NUMBER,M,75-79,jajce,332
2013,NUMBER,F,75-79,jajce,427
2013,NUMBER,_T,75-79,jezero,44
2013,NUMBER,M,75-79,jezero,19
2013,NUMBER,F,75-79,jezero,25
2013,NUMBER,_T,75-79,kakanj,936
2013,NUMBER,M,75-79,kakanj,401
2013,NUMBER,F,75-79,kakanj,535
2013,NUMBER,_T,75-79,kalesija,533
2013,NUMBER,M,75-79,kalesija,206
2013,NUMBER,F,75-79,kalesija,327
2013,NUMBER,_T,75-79,kalinovik,136
2013,NUMBER,M,75-79,kalinovik,53
2013,NUMBER,F,75-79,kalinovik,83
2013,NUMBER,_T,75-79,kiseljak,606
2013,NUMBER,M,75-79,kiseljak,271
2013,NUMBER,F,75-79,kiseljak,335
2013,NUMBER,_T,75-79,kladanj,290
2013,NUMBER,M,75-79,kladanj,119
2013,NUMBER,F,75-79,kladanj,171
2013,NUMBER,_T,75-79,kljuc,501
2013,NUMBER,M,75-79,kljuc,222
2013,NUMBER,F,75-79,kljuc,279
2013,NUMBER,_T,75-79,knezevo,347
2013,NUMBER,M,75-79,knezevo,131
2013,NUMBER,F,75-79,knezevo,216
2013,NUMBER,_T,75-79,konjic,889
2013,NUMBER,M,75-79,konjic,367
2013,NUMBER,F,75-79,konjic,522
2013,NUMBER,_T,75-79,kostajnica,246
2013,NUMBER,M,75-79,kostajnica,110
2013,NUMBER,F,75-79,kostajnica,136
2013,NUMBER,_T,75-79,kotor_varos,554
2013,NUMBER,M,75-79,kotor_varos,221
2013,NUMBER,F,75-79,kotor_varos,333
2013,NUMBER,_T,75-79,kozarska_dubica,1250
2013,NUMBER,M,75-79,kozarska_dubica,496
2013,NUMBER,F,75-79,kozarska_dubica,754
2013,NUMBER,_T,75-79,kresevo,193
2013,NUMBER,M,75-79,kresevo,80
2013,NUMBER,F,75-79,kresevo,113
2013,NUMBER,_T,75-79,krupa_na_uni,124
2013,NUMBER,M,75-79,krupa_na_uni,47
2013,NUMBER,F,75-79,krupa_na_uni,77
2013,NUMBER,_T,75-79,kupres_fbih,210
2013,NUMBER,M,75-79,kupres_fbih,95
2013,NUMBER,F,75-79,kupres_fbih,115
2013,NUMBER,_T,75-79,kupres_rs,42
2013,NUMBER,M,75-79,kupres_rs,17
2013,NUMBER,F,75-79,kupres_rs,25
2013,NUMBER,_T,75-79,laktasi,1142
2013,NUMBER,M,75-79,laktasi,459
2013,NUMBER,F,75-79,laktasi,683
2013,NUMBER,_T,75-79,livno,1253
2013,NUMBER,M,75-79,livno,515
2013,NUMBER,F,75-79,livno,738
2013,NUMBER,_T,75-79,lopare,789
2013,NUMBER,M,75-79,lopare,317
2013,NUMBER,F,75-79,lopare,472
2013,NUMBER,_T,75-79,lukavac,1357
2013,NUMBER,M,75-79,lukavac,580
2013,NUMBER,F,75-79,lukavac,777
2013,NUMBER,_T,75-79,ljubinje,171
2013,NUMBER,M,75-79,ljubinje,60
2013,NUMBER,F,75-79,ljubinje,111
2013,NUMBER,_T,75-79,ljubuski,1061
2013,NUMBER,M,75-79,ljubuski,439
2013,NUMBER,F,75-79,ljubuski,622
2013,NUMBER,_T,75-79,maglaj,576
2013,NUMBER,M,75-79,maglaj,224
2013,NUMBER,F,75-79,maglaj,352
2013,NUMBER,_T,75-79,milici,270
2013,NUMBER,M,75-79,milici,100
2013,NUMBER,F,75-79,milici,170
2013,NUMBER,_T,75-79,modrica,1101
2013,NUMBER,M,75-79,modrica,480
2013,NUMBER,F,75-79,modrica,621
2013,NUMBER,_T,75-79,mostar,3887
2013,NUMBER,M,75-79,mostar,1615
2013,NUMBER,F,75-79,mostar,2272
2013,NUMBER,_T,75-79,mrkonjic_grad,823
2013,NUMBER,M,75-79,mrkonjic_grad,326
2013,NUMBER,F,75-79,mrkonjic_grad,497
2013,NUMBER,_T,75-79,neum,201
2013,NUMBER,M,75-79,neum,91
2013,NUMBER,F,75-79,neum,110
2013,NUMBER,_T,75-79,nevesinje,606
2013,NUMBER,M,75-79,nevesinje,235
2013,NUMBER,F,75-79,nevesinje,371
2013,NUMBER,_T,75-79,novi_grad,1161
2013,NUMBER,M,75-79,novi_grad,447
2013,NUMBER,F,75-79,novi_grad,714
2013,NUMBER,_T,75-79,sarajevo_novi_grad,3664
2013,NUMBER,M,75-79,sarajevo_novi_grad,1437
2013,NUMBER,F,75-79,sarajevo_novi_grad,2227
2013,NUMBER,_T,75-79,novi_travnik,581
2013,NUMBER,M,75-79,novi_travnik,246
2013,NUMBER,F,75-79,novi_travnik,335
2013,NUMBER,_T,75-79,novo_gorazde,145
2013,NUMBER,M,75-79,novo_gorazde,65
2013,NUMBER,F,75-79,novo_gorazde,80
2013,NUMBER,_T,75-79,sarajevo_novo_sarajevo,2731
2013,NUMBER,M,75-79,sarajevo_novo_sarajevo,1024
2013,NUMBER,F,75-79,sarajevo_novo_sarajevo,1707
2013,NUMBER,_T,75-79,odzak,748
2013,NUMBER,M,75-79,odzak,284
2013,NUMBER,F,75-79,odzak,464
2013,NUMBER,_T,75-79,olovo,293
2013,NUMBER,M,75-79,olovo,115
2013,NUMBER,F,75-79,olovo,178
2013,NUMBER,_T,75-79,orasje,589
2013,NUMBER,M,75-79,orasje,193
2013,NUMBER,F,75-79,orasje,396
2013,NUMBER,_T,75-79,osmaci,168
2013,NUMBER,M,75-79,osmaci,63
2013,NUMBER,F,75-79,osmaci,105
2013,NUMBER,_T,75-79,ostra_luka,162
2013,NUMBER,M,75-79,ostra_luka,65
2013,NUMBER,F,75-79,ostra_luka,97
2013,NUMBER,_T,75-79,pale_fbih,41
2013,NUMBER,M,75-79,pale_fbih,13
2013,NUMBER,F,75-79,pale_fbih,28
2013,NUMBER,_T,75-79,pale_rs,872
2013,NUMBER,M,75-79,pale_rs,350
2013,NUMBER,F,75-79,pale_rs,522
2013,NUMBER,_T,75-79,pelagicevo,291
2013,NUMBER,M,75-79,pelagicevo,113
2013,NUMBER,F,75-79,pelagicevo,178
2013,NUMBER,_T,75-79,petrovac,25
2013,NUMBER,M,75-79,petrovac,8
2013,NUMBER,F,75-79,petrovac,17
2013,NUMBER,_T,75-79,petrovo,406
2013,NUMBER,M,75-79,petrovo,162
2013,NUMBER,F,75-79,petrovo,244
2013,NUMBER,_T,75-79,posusje,605
2013,NUMBER,M,75-79,posusje,236
2013,NUMBER,F,75-79,posusje,369
2013,NUMBER,_T,75-79,prijedor,3572
2013,NUMBER,M,75-79,prijedor,1399
2013,NUMBER,F,75-79,prijedor,2173
2013,NUMBER,_T,75-79,prnjavor,1524
2013,NUMBER,M,75-79,prnjavor,595
2013,NUMBER,F,75-79,prnjavor,929
2013,NUMBER,_T,75-79,prozor,470
2013,NUMBER,M,75-79,prozor,191
2013,NUMBER,F,75-79,prozor,279
2013,NUMBER,_T,75-79,ravno,162
2013,NUMBER,M,75-79,ravno,66
2013,NUMBER,F,75-79,ravno,96
